// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BoxingBenchmark\src\BoxingBenchmark\bin\Release\netcoreapp2.2\5906f71b-f309-48b3-b226-84c415e579d9
// command took 1.69s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BoxingBenchmark\src\BoxingBenchmark\bin\Release\netcoreapp2.2\5906f71b-f309-48b3-b226-84c415e579d9
// command took 3.39s and exited with 0
// ***** Done, took 00:00:05 (5.24 sec)   *****
// Found 8 benchmarks:
//   Runner.TestStruct: DefaultJob [N=1000]
//   Runner.TestStructObject: DefaultJob [N=1000]
//   Runner.TestClass: DefaultJob [N=1000]
//   Runner.TestStructAndInterface: DefaultJob [N=1000]
//   Runner.TestStruct: DefaultJob [N=10000]
//   Runner.TestStructObject: DefaultJob [N=10000]
//   Runner.TestClass: DefaultJob [N=10000]
//   Runner.TestStructAndInterface: DefaultJob [N=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Runner.TestStruct: DefaultJob [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5906f71b-f309-48b3-b226-84c415e579d9.dll" --benchmarkName "BoxingBenchmark.Runner.TestStruct(N: 1000)" --job "Default" --benchmarkId 0 in C:\dev\BoxingBenchmark\src\BoxingBenchmark\bin\Release\netcoreapp2.2\5906f71b-f309-48b3-b226-84c415e579d9\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  37: 256 op, 711819550.00 ns, 2.7805 ms/op
WorkloadResult  38: 256 op, 720460050.00 ns, 2.8143 ms/op
WorkloadResult  39: 256 op, 709887750.00 ns, 2.7730 ms/op
WorkloadResult  40: 256 op, 708524750.00 ns, 2.7677 ms/op
WorkloadResult  41: 256 op, 753977250.00 ns, 2.9452 ms/op
WorkloadResult  42: 256 op, 726610350.00 ns, 2.8383 ms/op
WorkloadResult  43: 256 op, 751325650.00 ns, 2.9349 ms/op
WorkloadResult  44: 256 op, 712629750.00 ns, 2.7837 ms/op
WorkloadResult  45: 256 op, 730054850.00 ns, 2.8518 ms/op
WorkloadResult  46: 256 op, 711681050.00 ns, 2.7800 ms/op
WorkloadResult  47: 256 op, 713175450.00 ns, 2.7858 ms/op
WorkloadResult  48: 256 op, 710557750.00 ns, 2.7756 ms/op
WorkloadResult  49: 256 op, 744652650.00 ns, 2.9088 ms/op
WorkloadResult  50: 256 op, 717711650.00 ns, 2.8036 ms/op
WorkloadResult  51: 256 op, 736037750.00 ns, 2.8751 ms/op
GC:  113 56 56 671234048 256

// AfterAll

Mean = 2.8866 ms, StdErr = 0.0186 ms (0.64%); N = 51, StdDev = 0.1327 ms
Min = 2.7607 ms, Q1 = 2.7833 ms, Median = 2.8383 ms, Q3 = 2.9336 ms, Max = 3.2557 ms
IQR = 0.1503 ms, LowerFence = 2.5578 ms, UpperFence = 3.1591 ms
ConfidenceInterval = [2.8217 ms; 2.9516 ms] (CI 99.9%), Margin = 0.0650 ms (2.25% of Mean)
Skewness = 1.29, Kurtosis = 3.71, MValue = 2.07

// **************************
// Benchmark: Runner.TestStructAndInterface: DefaultJob [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5906f71b-f309-48b3-b226-84c415e579d9.dll" --benchmarkName "BoxingBenchmark.Runner.TestStructAndInterface(N: 10000)" --job "Default" --benchmarkId 7 in C:\dev\BoxingBenchmark\src\BoxingBenchmark\bin\Release\netcoreapp2.2\5906f71b-f309-48b3-b226-84c415e579d9\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 293100.00 ns, 293.1000 us/op
WorkloadJitting  1: 1 op, 5143400.00 ns, 5.1434 ms/op

OverheadJitting  2: 16 op, 293300.00 ns, 18.3313 us/op
WorkloadJitting  2: 16 op, 66200200.00 ns, 4.1375 ms/op

WorkloadPilot    1: 16 op, 67264900.00 ns, 4.2041 ms/op
WorkloadPilot    2: 32 op, 124311100.00 ns, 3.8847 ms/op
WorkloadPilot    3: 64 op, 248631400.00 ns, 3.8849 ms/op
WorkloadPilot    4: 128 op, 488559600.00 ns, 3.8169 ms/op
WorkloadPilot    5: 256 op, 1000978500.00 ns, 3.9101 ms/op

OverheadWarmup   1: 256 op, 2600.00 ns, 10.1563 ns/op
OverheadWarmup   2: 256 op, 800.00 ns, 3.1250 ns/op
OverheadWarmup   3: 256 op, 700.00 ns, 2.7344 ns/op
OverheadWarmup   4: 256 op, 800.00 ns, 3.1250 ns/op
OverheadWarmup   5: 256 op, 800.00 ns, 3.1250 ns/op
OverheadWarmup   6: 256 op, 600.00 ns, 2.3438 ns/op
OverheadWarmup   7: 256 op, 800.00 ns, 3.1250 ns/op

OverheadActual   1: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual   2: 256 op, 1000.00 ns, 3.9063 ns/op
OverheadActual   3: 256 op, 1000.00 ns, 3.9063 ns/op
OverheadActual   4: 256 op, 1000.00 ns, 3.9063 ns/op
OverheadActual   5: 256 op, 13900.00 ns, 54.2969 ns/op
OverheadActual   6: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   7: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   8: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   9: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  10: 256 op, 1300.00 ns, 5.0781 ns/op
OverheadActual  11: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  12: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  13: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  14: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  15: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  16: 256 op, 1000.00 ns, 3.9063 ns/op
OverheadActual  17: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  18: 256 op, 1900.00 ns, 7.4219 ns/op
OverheadActual  19: 256 op, 1200.00 ns, 4.6875 ns/op
OverheadActual  20: 256 op, 700.00 ns, 2.7344 ns/op

WorkloadWarmup   1: 256 op, 1051567100.00 ns, 4.1077 ms/op
WorkloadWarmup   2: 256 op, 971595400.00 ns, 3.7953 ms/op
WorkloadWarmup   3: 256 op, 981393100.00 ns, 3.8336 ms/op
WorkloadWarmup   4: 256 op, 1003675400.00 ns, 3.9206 ms/op
WorkloadWarmup   5: 256 op, 976412700.00 ns, 3.8141 ms/op
WorkloadWarmup   6: 256 op, 1002913900.00 ns, 3.9176 ms/op
WorkloadWarmup   7: 256 op, 1021871300.00 ns, 3.9917 ms/op
WorkloadWarmup   8: 256 op, 979315400.00 ns, 3.8255 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 978551900.00 ns, 3.8225 ms/op
WorkloadActual   2: 256 op, 965494800.00 ns, 3.7715 ms/op
WorkloadActual   3: 256 op, 980540400.00 ns, 3.8302 ms/op
WorkloadActual   4: 256 op, 996986400.00 ns, 3.8945 ms/op
WorkloadActual   5: 256 op, 994939300.00 ns, 3.8865 ms/op
WorkloadActual   6: 256 op, 982213600.00 ns, 3.8368 ms/op
WorkloadActual   7: 256 op, 998198900.00 ns, 3.8992 ms/op
WorkloadActual   8: 256 op, 994258500.00 ns, 3.8838 ms/op
WorkloadActual   9: 256 op, 1007189800.00 ns, 3.9343 ms/op
WorkloadActual  10: 256 op, 1002349200.00 ns, 3.9154 ms/op
WorkloadActual  11: 256 op, 1107407900.00 ns, 4.3258 ms/op
WorkloadActual  12: 256 op, 1116325800.00 ns, 4.3606 ms/op
WorkloadActual  13: 256 op, 1072176300.00 ns, 4.1882 ms/op
WorkloadActual  14: 256 op, 1077771500.00 ns, 4.2100 ms/op
WorkloadActual  15: 256 op, 1164943100.00 ns, 4.5506 ms/op
WorkloadActual  16: 256 op, 1100848500.00 ns, 4.3002 ms/op
WorkloadActual  17: 256 op, 1277312800.00 ns, 4.9895 ms/op
WorkloadActual  18: 256 op, 1303777900.00 ns, 5.0929 ms/op
WorkloadActual  19: 256 op, 1335708300.00 ns, 5.2176 ms/op
WorkloadActual  20: 256 op, 1215031400.00 ns, 4.7462 ms/op
WorkloadActual  21: 256 op, 1063937600.00 ns, 4.1560 ms/op
WorkloadActual  22: 256 op, 999146800.00 ns, 3.9029 ms/op
WorkloadActual  23: 256 op, 997098300.00 ns, 3.8949 ms/op
WorkloadActual  24: 256 op, 997006300.00 ns, 3.8946 ms/op
WorkloadActual  25: 256 op, 1001274200.00 ns, 3.9112 ms/op
WorkloadActual  26: 256 op, 991530300.00 ns, 3.8732 ms/op
WorkloadActual  27: 256 op, 999469800.00 ns, 3.9042 ms/op
WorkloadActual  28: 256 op, 1002959600.00 ns, 3.9178 ms/op
WorkloadActual  29: 256 op, 984813900.00 ns, 3.8469 ms/op
WorkloadActual  30: 256 op, 992932800.00 ns, 3.8786 ms/op
WorkloadActual  31: 256 op, 1239439200.00 ns, 4.8416 ms/op
WorkloadActual  32: 256 op, 1016538600.00 ns, 3.9709 ms/op
WorkloadActual  33: 256 op, 1007218100.00 ns, 3.9344 ms/op
WorkloadActual  34: 256 op, 997255100.00 ns, 3.8955 ms/op
WorkloadActual  35: 256 op, 998968800.00 ns, 3.9022 ms/op
WorkloadActual  36: 256 op, 998147300.00 ns, 3.8990 ms/op
WorkloadActual  37: 256 op, 1188846600.00 ns, 4.6439 ms/op
WorkloadActual  38: 256 op, 998568300.00 ns, 3.9007 ms/op
WorkloadActual  39: 256 op, 998032100.00 ns, 3.8986 ms/op
WorkloadActual  40: 256 op, 1000176200.00 ns, 3.9069 ms/op
WorkloadActual  41: 256 op, 1050950800.00 ns, 4.1053 ms/op
WorkloadActual  42: 256 op, 990798000.00 ns, 3.8703 ms/op
WorkloadActual  43: 256 op, 990121900.00 ns, 3.8677 ms/op
WorkloadActual  44: 256 op, 996910100.00 ns, 3.8942 ms/op
WorkloadActual  45: 256 op, 998689500.00 ns, 3.9011 ms/op
WorkloadActual  46: 256 op, 995074500.00 ns, 3.8870 ms/op
WorkloadActual  47: 256 op, 992478600.00 ns, 3.8769 ms/op
WorkloadActual  48: 256 op, 1030889200.00 ns, 4.0269 ms/op
WorkloadActual  49: 256 op, 998005100.00 ns, 3.8985 ms/op
WorkloadActual  50: 256 op, 1228089400.00 ns, 4.7972 ms/op
WorkloadActual  51: 256 op, 968685700.00 ns, 3.7839 ms/op
WorkloadActual  52: 256 op, 993819300.00 ns, 3.8821 ms/op
WorkloadActual  53: 256 op, 1002994200.00 ns, 3.9179 ms/op
WorkloadActual  54: 256 op, 996993300.00 ns, 3.8945 ms/op
WorkloadActual  55: 256 op, 992746300.00 ns, 3.8779 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 978550950.00 ns, 3.8225 ms/op
WorkloadResult   2: 256 op, 965493850.00 ns, 3.7715 ms/op
WorkloadResult   3: 256 op, 980539450.00 ns, 3.8302 ms/op
WorkloadResult   4: 256 op, 996985450.00 ns, 3.8945 ms/op
WorkloadResult   5: 256 op, 994938350.00 ns, 3.8865 ms/op
WorkloadResult   6: 256 op, 982212650.00 ns, 3.8368 ms/op
WorkloadResult   7: 256 op, 998197950.00 ns, 3.8992 ms/op
WorkloadResult   8: 256 op, 994257550.00 ns, 3.8838 ms/op
WorkloadResult   9: 256 op, 1007188850.00 ns, 3.9343 ms/op
WorkloadResult  10: 256 op, 1002348250.00 ns, 3.9154 ms/op
WorkloadResult  11: 256 op, 1107406950.00 ns, 4.3258 ms/op
WorkloadResult  12: 256 op, 1116324850.00 ns, 4.3606 ms/op
WorkloadResult  13: 256 op, 1072175350.00 ns, 4.1882 ms/op
WorkloadResult  14: 256 op, 1077770550.00 ns, 4.2100 ms/op
WorkloadResult  15: 256 op, 1164942150.00 ns, 4.5506 ms/op
WorkloadResult  16: 256 op, 1100847550.00 ns, 4.3002 ms/op
WorkloadResult  17: 256 op, 1063936650.00 ns, 4.1560 ms/op
WorkloadResult  18: 256 op, 999145850.00 ns, 3.9029 ms/op
WorkloadResult  19: 256 op, 997097350.00 ns, 3.8949 ms/op
WorkloadResult  20: 256 op, 997005350.00 ns, 3.8946 ms/op
WorkloadResult  21: 256 op, 1001273250.00 ns, 3.9112 ms/op
WorkloadResult  22: 256 op, 991529350.00 ns, 3.8732 ms/op
WorkloadResult  23: 256 op, 999468850.00 ns, 3.9042 ms/op
WorkloadResult  24: 256 op, 1002958650.00 ns, 3.9178 ms/op
WorkloadResult  25: 256 op, 984812950.00 ns, 3.8469 ms/op
WorkloadResult  26: 256 op, 992931850.00 ns, 3.8786 ms/op
WorkloadResult  27: 256 op, 1016537650.00 ns, 3.9709 ms/op
WorkloadResult  28: 256 op, 1007217150.00 ns, 3.9344 ms/op
WorkloadResult  29: 256 op, 997254150.00 ns, 3.8955 ms/op
WorkloadResult  30: 256 op, 998967850.00 ns, 3.9022 ms/op
WorkloadResult  31: 256 op, 998146350.00 ns, 3.8990 ms/op
WorkloadResult  32: 256 op, 998567350.00 ns, 3.9007 ms/op
WorkloadResult  33: 256 op, 998031150.00 ns, 3.8986 ms/op
WorkloadResult  34: 256 op, 1000175250.00 ns, 3.9069 ms/op
WorkloadResult  35: 256 op, 1050949850.00 ns, 4.1053 ms/op
WorkloadResult  36: 256 op, 990797050.00 ns, 3.8703 ms/op
WorkloadResult  37: 256 op, 990120950.00 ns, 3.8677 ms/op
WorkloadResult  38: 256 op, 996909150.00 ns, 3.8942 ms/op
WorkloadResult  39: 256 op, 998688550.00 ns, 3.9011 ms/op
WorkloadResult  40: 256 op, 995073550.00 ns, 3.8870 ms/op
WorkloadResult  41: 256 op, 992477650.00 ns, 3.8769 ms/op
WorkloadResult  42: 256 op, 1030888250.00 ns, 4.0269 ms/op
WorkloadResult  43: 256 op, 998004150.00 ns, 3.8985 ms/op
WorkloadResult  44: 256 op, 968684750.00 ns, 3.7839 ms/op
WorkloadResult  45: 256 op, 993818350.00 ns, 3.8821 ms/op
WorkloadResult  46: 256 op, 1002993250.00 ns, 3.9179 ms/op
WorkloadResult  47: 256 op, 996992350.00 ns, 3.8945 ms/op
WorkloadResult  48: 256 op, 992745350.00 ns, 3.8779 ms/op
GC:  119 62 56 855554048 256

// AfterAll

Mean = 3.9538 ms, StdErr = 0.0231 ms (0.58%); N = 48, StdDev = 0.1599 ms
Min = 3.7715 ms, Q1 = 3.8804 ms, Median = 3.8988 ms, Q3 = 3.9261 ms, Max = 4.5506 ms
IQR = 0.0458 ms, LowerFence = 3.8117 ms, UpperFence = 3.9948 ms
ConfidenceInterval = [3.8728 ms; 4.0348 ms] (CI 99.9%), Margin = 0.0810 ms (2.05% of Mean)
Skewness = 1.98, Kurtosis = 6.39, MValue = 2

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BoxingBenchmark.Runner-report.csv
  BenchmarkDotNet.Artifacts\results\BoxingBenchmark.Runner-report-github.md
  BenchmarkDotNet.Artifacts\results\BoxingBenchmark.Runner-report.html

// * Detailed results *
Runner.TestStruct: DefaultJob [N=1000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 295.6794 us, StdErr = 1.2830 us (0.43%); N = 15, StdDev = 4.9692 us
Min = 289.0733 us, Q1 = 290.8180 us, Median = 293.4666 us, Q3 = 301.0831 us, Max = 302.4405 us
IQR = 10.2651 us, LowerFence = 275.4203 us, UpperFence = 316.4807 us
ConfidenceInterval = [290.3670 us; 300.9917 us] (CI 99.9%), Margin = 5.3124 us (1.80% of Mean)
Skewness = 0.06, Kurtosis = 1.16, MValue = 2
-------------------- Histogram --------------------
[288.884 us ; 297.992 us) | @@@@@@@@@
[297.992 us ; 304.204 us) | @@@@@@
---------------------------------------------------

Runner.TestStructObject: DefaultJob [N=1000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 204.9715 us, StdErr = 0.1857 us (0.09%); N = 15, StdDev = 0.7191 us
Min = 203.6102 us, Q1 = 204.5228 us, Median = 204.8927 us, Q3 = 205.4411 us, Max = 206.4513 us
IQR = 0.9183 us, LowerFence = 203.1453 us, UpperFence = 206.8186 us
ConfidenceInterval = [204.2028 us; 205.7403 us] (CI 99.9%), Margin = 0.7688 us (0.38% of Mean)
Skewness = 0.11, Kurtosis = 2.5, MValue = 2
-------------------- Histogram --------------------
[203.355 us ; 206.706 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

Runner.TestClass: DefaultJob [N=1000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 170.7981 us, StdErr = 0.6035 us (0.35%); N = 15, StdDev = 2.3375 us
Min = 167.3250 us, Q1 = 168.1463 us, Median = 171.8600 us, Q3 = 172.8742 us, Max = 173.8876 us
IQR = 4.7280 us, LowerFence = 161.0544 us, UpperFence = 179.9662 us
ConfidenceInterval = [168.2992 us; 173.2970 us] (CI 99.9%), Margin = 2.4989 us (1.46% of Mean)
Skewness = -0.23, Kurtosis = 1.33, MValue = 2
-------------------- Histogram --------------------
[166.496 us ; 174.100 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

Runner.TestStructAndInterface: DefaultJob [N=1000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 210.5041 us, StdErr = 0.2556 us (0.12%); N = 12, StdDev = 0.8855 us
Min = 208.8193 us, Q1 = 209.9467 us, Median = 210.2947 us, Q3 = 211.2315 us, Max = 211.9648 us
IQR = 1.2848 us, LowerFence = 208.0196 us, UpperFence = 213.1586 us
ConfidenceInterval = [209.3699 us; 211.6384 us] (CI 99.9%), Margin = 1.1342 us (0.54% of Mean)
Skewness = -0.11, Kurtosis = 2, MValue = 2
-------------------- Histogram --------------------
[208.481 us ; 212.303 us) | @@@@@@@@@@@@
---------------------------------------------------

Runner.TestStruct: DefaultJob [N=10000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 3.1612 ms, StdErr = 0.0126 ms (0.40%); N = 15, StdDev = 0.0487 ms
Min = 3.0477 ms, Q1 = 3.1241 ms, Median = 3.1804 ms, Q3 = 3.1959 ms, Max = 3.2200 ms
IQR = 0.0718 ms, LowerFence = 3.0164 ms, UpperFence = 3.3036 ms
ConfidenceInterval = [3.1092 ms; 3.2133 ms] (CI 99.9%), Margin = 0.0520 ms (1.65% of Mean)
Skewness = -0.62, Kurtosis = 2.49, MValue = 2
-------------------- Histogram --------------------
[3.030 ms ; 3.104 ms) | @
[3.104 ms ; 3.233 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

Runner.TestStructObject: DefaultJob [N=10000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 3.9081 ms, StdErr = 0.0108 ms (0.28%); N = 15, StdDev = 0.0419 ms
Min = 3.8370 ms, Q1 = 3.8685 ms, Median = 3.9058 ms, Q3 = 3.9449 ms, Max = 3.9779 ms
IQR = 0.0764 ms, LowerFence = 3.7538 ms, UpperFence = 4.0595 ms
ConfidenceInterval = [3.8633 ms; 3.9529 ms] (CI 99.9%), Margin = 0.0448 ms (1.15% of Mean)
Skewness = 0, Kurtosis = 1.72, MValue = 2
-------------------- Histogram --------------------
[3.822 ms ; 3.993 ms) | @@@@@@@@@@@@@@@
---------------------------------------------------

Runner.TestClass: DefaultJob [N=10000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 2.8866 ms, StdErr = 0.0186 ms (0.64%); N = 51, StdDev = 0.1327 ms
Min = 2.7607 ms, Q1 = 2.7833 ms, Median = 2.8383 ms, Q3 = 2.9336 ms, Max = 3.2557 ms
IQR = 0.1503 ms, LowerFence = 2.5578 ms, UpperFence = 3.1591 ms
ConfidenceInterval = [2.8217 ms; 2.9516 ms] (CI 99.9%), Margin = 0.0650 ms (2.25% of Mean)
Skewness = 1.29, Kurtosis = 3.71, MValue = 2.07
-------------------- Histogram --------------------
[2.756 ms ; 2.819 ms) | @@@@@@@@@@@@@@@@@@@@@@@
[2.819 ms ; 2.936 ms) | @@@@@@@@@@@@@@@@@
[2.936 ms ; 3.034 ms) | @@@@
[3.034 ms ; 3.099 ms) | @
[3.099 ms ; 3.216 ms) | @@@@
[3.216 ms ; 3.287 ms) | @@
---------------------------------------------------

Runner.TestStructAndInterface: DefaultJob [N=10000]
Runtime = .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 3.9538 ms, StdErr = 0.0231 ms (0.58%); N = 48, StdDev = 0.1599 ms
Min = 3.7715 ms, Q1 = 3.8804 ms, Median = 3.8988 ms, Q3 = 3.9261 ms, Max = 4.5506 ms
IQR = 0.0458 ms, LowerFence = 3.8117 ms, UpperFence = 3.9948 ms
ConfidenceInterval = [3.8728 ms; 4.0348 ms] (CI 99.9%), Margin = 0.0810 ms (2.05% of Mean)
Skewness = 1.98, Kurtosis = 6.39, MValue = 2
-------------------- Histogram --------------------
[3.771 ms ; 3.862 ms) | @@@@@@
[3.862 ms ; 3.959 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[3.959 ms ; 4.064 ms) | @@
[4.064 ms ; 4.225 ms) | @@@@
[4.225 ms ; 4.374 ms) | @@@
[4.374 ms ; 4.589 ms) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17763.503 (1809/October2018Update/Redstone5)
Intel Core i7-7700HQ CPU 2.80GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=2.2.300
  [Host]     : .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT


|                 Method |     N |       Mean |      Error |      StdDev | Ratio | RatioSD |    Gen 0 |    Gen 1 |    Gen 2 |  Allocated |
|----------------------- |------ |-----------:|-----------:|------------:|------:|--------:|---------:|---------:|---------:|-----------:|
|             TestStruct |  1000 |   295.7 us |  5.3124 us |   4.9692 us |  1.00 |    0.00 | 104.9805 | 104.9805 | 104.9805 |  440.23 KB |
|       TestStructObject |  1000 |   205.0 us |  0.7688 us |   0.7191 us |  0.69 |    0.01 | 108.1543 |   0.2441 |        - |   334.2 KB |
|              TestClass |  1000 |   170.8 us |  2.4989 us |   2.3375 us |  0.58 |    0.01 |  57.6172 |  27.8320 |        - |  263.88 KB |
| TestStructAndInterface |  1000 |   210.5 us |  1.1342 us |   0.8855 us |  0.71 |    0.01 | 108.1543 |   0.2441 |        - |   334.2 KB |
|                        |       |            |            |             |       |         |          |          |          |            |
|             TestStruct | 10000 | 3,161.2 us | 52.0295 us |  48.6685 us |  1.00 |    0.00 | 996.0938 | 996.0938 | 996.0938 | 4071.62 KB |
|       TestStructObject | 10000 | 3,908.1 us | 44.7725 us |  41.8802 us |  1.24 |    0.02 | 460.9375 | 242.1875 | 218.7500 | 3263.68 KB |
|              TestClass | 10000 | 2,886.6 us | 64.9533 us | 132.6825 us |  0.95 |    0.06 | 441.4063 | 218.7500 | 218.7500 | 2560.55 KB |
| TestStructAndInterface | 10000 | 3,953.8 us | 81.0260 us | 159.9374 us |  1.27 |    0.07 | 464.8438 | 242.1875 | 218.7500 | 3263.68 KB |

// * Hints *
Outliers
  Runner.TestStructAndInterface: Default -> 3 outliers were removed (230.41 us..256.00 us)
  Runner.TestClass: Default              -> 4 outliers were removed (3.34 ms..3.53 ms)
  Runner.TestStructAndInterface: Default -> 7 outliers were removed (4.64 ms..5.22 ms)

// * Legends *
  N         : Value of the 'N' parameter
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 us      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:04:02 (242.02 sec), executed benchmarks: 8

Global total time: 00:04:07 (247.28 sec), executed benchmarks: 8
// * Artifacts cleanup *
